hazard_model,regime,policy,scenario,replicate,seed,events,generated,delivered,timely_critical,generated_critical,goal_utility_ratio,critical_success_rate,mean_latency,energy,outages,recoveries,reroutes,handovers,final_queued,final_inflight,state_hash
oracle,id,throughput,0,0,6055236848070140287,337,69,38,5,22,0.20862836506894292,0.22727272727272727,5.593531226819344,86.31199999999998,4,3,13,5,25,6,55c8667a0d5a0056f6ce9f8e75ad67aee5bbf7ae9d3e6db20f50554e6a6df87f
oracle,id,throughput,0,1,9301045735556599087,351,64,45,6,24,0.2568935897435899,0.25,4.531030079440121,103.24799999999999,4,2,21,1,19,0,0ccc597a263bb2157f4aa6091ade80c9e56e92b4f8f294a37f4771a3f26f1f11
oracle,id,semantic,0,0,6055236848070140287,348,88,31,5,31,0.13388996606883183,0.16129032258064516,5.071134852577989,62.28399999999999,4,3,15,7,51,6,71b3bdf6692754b8f357fcc42b0fae4aa3d4fc8a0219757502ee7707d137d89f
oracle,id,semantic,0,1,9301045735556599087,332,72,35,6,26,0.223588681446908,0.23076923076923078,3.774563437016661,77.22800000000001,3,2,15,1,31,6,1560d3151570a211a3a42cadc07c7cb839dda601d309b1800d5445e875b9e2cb
cfc,id,throughput,0,0,6055236848070140287,331,69,23,1,17,0.07094764795144161,0.058823529411764705,5.924551450976756,54.24799999999999,6,4,27,4,46,0,031f8c30496338613ad9a9f9d0c68f86b3316facebd701ed35a87f42684601e8
cfc,id,throughput,0,1,9301045735556599087,326,65,25,5,19,0.21778885630498543,0.2631578947368421,3.8031674065938317,56.42799999999999,5,3,27,1,40,0,49ce8ff0002e1e54e9700bb4aa9c51f6d5e49938a4352cb5c55a015a2d07eb32
cfc,id,semantic,0,0,6055236848070140287,353,71,32,2,20,0.12373954763536675,0.1,5.1670985292436225,73.68799999999999,6,5,24,5,33,6,4820426c527dd433892d9b8f9cb8ae93f1c7b289b056528cac77d659fe3f0641
cfc,id,semantic,0,1,9301045735556599087,368,70,43,5,19,0.24459119943222152,0.2631578947368421,5.046577042755761,101.82399999999998,5,4,24,1,21,6,cb2ac18ee674508ddb630a30fa2ae55c77b800de4b1e1ce4029a3d25c9b03de3
gru_dt,id,throughput,0,0,6055236848070140287,347,74,35,2,24,0.14219212121212124,0.08333333333333333,3.8333787013795937,81.61999999999998,5,3,21,5,39,0,d32365f5ec515ca4335600d4ac5361bfd6b537e9d15f15b76812ad1f4e1c4321
gru_dt,id,throughput,0,1,9301045735556599087,385,61,51,5,21,0.2620872340425533,0.23809523809523808,5.8386041460416,112.52399999999999,5,5,27,1,1,9,a9bb2f5a1bd2a98dbd17295bfa0c7867e871d697bd8ac3d3c0bb5d5614c6f9ea
gru_dt,id,semantic,0,0,6055236848070140287,343,55,29,3,15,0.20680990990991005,0.2,5.710965350739432,70.39999999999998,6,6,27,7,17,9,8052177307d928eac8d4d7495de687e481b965d914705cde4aa0f33a91322d35
gru_dt,id,semantic,0,1,9301045735556599087,405,71,47,7,28,0.25604532736429786,0.25,4.219613285348748,98.65999999999998,7,6,36,1,18,6,1502df7bd406e8074eabbdab7ab378351b5f3ccbd85f278c5f8102d7bcf5446b
constant,id,throughput,0,0,6055236848070140287,370,73,37,3,17,0.1822858197932054,0.17647058823529413,6.821991689811262,100.25200000000002,6,5,27,7,33,3,8b2f22c6d1568a8ded7f3b9423c04050c78ac4c8d5529f4ca15b2aa5a3fa2123
constant,id,throughput,0,1,9301045735556599087,357,63,57,7,23,0.320125165562914,0.30434782608695654,4.5216027902239215,129.54000000000002,3,2,10,1,0,6,352466175f6c2f4e73a10159c8dffad94f1e8d5c4e9c790ca383d47abf7bc662
constant,id,semantic,0,0,6055236848070140287,382,74,42,3,22,0.16061096938775515,0.13636363636363635,5.8347066131768415,96.10800000000003,7,6,27,6,29,3,c64370b3a8146fe0e053adc7ba74cbb2df3f293d3e6e437da86d286592ad0947
constant,id,semantic,0,1,9301045735556599087,333,68,40,8,26,0.2765375446960669,0.3076923076923077,4.242680859613975,86.94400000000002,4,2,15,1,28,0,86e1977fe008a4f940f26557d87e3ad5cef181d6b4dcfc8b1d5def78a025c563
oracle,id,throughput,1,0,682881298356813486,272,61,11,1,20,0.06195471146822501,0.05,5.335427819939626,25.291999999999998,3,2,9,7,44,6,d409d44e00fd6c718cf299dcc9342e37018469d3626743ac5d03a144996abb7b
oracle,id,throughput,1,1,8686844158653890247,316,71,24,7,22,0.25368591823491254,0.3181818181818182,3.6380081479948316,52.691999999999986,5,3,15,6,47,0,a3b5d5a1eca07eb8424626b4f887d815f300bfd68e5089369e3fc6137726452d
oracle,id,semantic,1,0,682881298356813486,281,56,14,1,20,0.05800377643504534,0.05,7.0759951209502185,26.671999999999997,4,2,15,8,42,0,d1a86c614f4c68d8b3155da732b7d90e32c40b0ce99b6131eeac8deae3e5e179
oracle,id,semantic,1,1,8686844158653890247,313,62,22,6,23,0.20993537641572294,0.2608695652173913,5.098390325440129,39.748,5,4,17,5,34,6,9584c24c1a66bdc76063a45f99e60c3096f33faaa7c108ef0b1c52446fb0bf84
cfc,id,throughput,1,0,682881298356813486,293,50,20,6,20,0.2726551181102363,0.3,2.743863074246586,39.907999999999994,5,3,18,6,30,0,1f357abd12dc559649c0eb00f3ca02d5bae78443bb4e1d8ce229ae59e191e72f
cfc,id,throughput,1,1,8686844158653890247,308,54,27,5,19,0.22493992094861665,0.2631578947368421,5.949520707544447,51.58799999999998,4,3,14,6,21,6,40f707d2ee55a4628c5124e02efd9f83c97b12e88657b66eb74bfcf79931460a
cfc,id,semantic,1,0,682881298356813486,301,61,19,6,26,0.21030773993808055,0.23076923076923078,2.6493572723876126,36.748,5,3,18,5,42,0,e1570942126c43fbf47c38c5ff0ac3e8b6fde04d2be58c771cde01bda2779432
cfc,id,semantic,1,1,8686844158653890247,324,60,31,5,18,0.2239334898278561,0.2777777777777778,6.2183103435281515,63.00399999999997,4,3,15,6,23,6,47ff33d1e970bc35584740d87e4bfec6e903b19ec81b0e70af1cca7f60b238f8
gru_dt,id,throughput,1,0,682881298356813486,283,71,8,0,26,0.010108504398826983,0.0,10.906835072879955,14.588,3,3,12,4,54,9,a61d1d0116f35f847b8596d5456c6f3fc4a736835f9d273e0a1c03356c63da61
gru_dt,id,throughput,1,1,8686844158653890247,329,76,21,4,30,0.13306635318704288,0.13333333333333333,4.131729540908163,42.743999999999986,5,4,19,5,49,6,186ed818704216fca2a37d8bf4c3e4a6e42cc6d33606fbcc57993d1844df3086
gru_dt,id,semantic,1,0,682881298356813486,290,67,10,1,28,0.031167904054825828,0.03571428571428571,8.466985994138213,19.432,4,3,18,4,54,3,0e2bff880e30db10261702565c7c09eae4f3c27f8285ad4bfce0b664e690655f
gru_dt,id,semantic,1,1,8686844158653890247,314,61,18,4,23,0.15497117962466495,0.17391304347826086,3.8627210796047518,36.68399999999999,6,5,22,6,40,3,e956748789a05b0622e812f76613eb466a3bc9ecfcfb23ce441e0ee0b021bc16
constant,id,throughput,1,0,682881298356813486,364,55,48,0,14,0.10139943872778304,0.0,7.404468298873632,119.81999999999998,4,4,18,9,0,7,7908b63cbf88936af264b835c24f8a50d7587e80aa53ee67d37e08b5c8774061
constant,id,throughput,1,1,8686844158653890247,389,68,57,8,29,0.281270405330372,0.27586206896551724,6.460947235552252,125.14800000000004,5,4,18,6,8,3,50b97c66348d352357e23b06d41ce6caf676671c352353a28abf8a0f43ebc5c6
constant,id,semantic,1,0,682881298356813486,331,55,34,0,15,0.06900000000000003,0.0,6.600047172778188,76.15599999999999,5,4,18,7,18,3,8ccfc51e58f661598cb527cb6d9bccda67fa9974fc9e90490a253cecd08e98c7
constant,id,semantic,1,1,8686844158653890247,382,69,51,8,20,0.37031991672449693,0.4,4.770080057088576,113.604,6,4,21,6,18,0,d7c74d97c93397e34572a1266b011c1c71d0895621e2feaf216b6deb64340453
oracle,id,throughput,2,0,1933114542597371799,249,51,12,3,18,0.1287117794486216,0.16666666666666666,10.157100898582318,24.6,2,1,6,5,33,6,e222dfd340caacfe09b788d8d990e02326aeeee6e4f984a4507f4c9927472fd3
oracle,id,throughput,2,1,3576444475163681009,346,54,49,8,20,0.3918384379785607,0.4,3.1590837138838315,104.61999999999998,4,3,12,10,0,5,7cdc6dc6cfcc53bc232dae8682987338d54a8c37f671443d060212d2c3996983
oracle,id,semantic,2,0,1933114542597371799,259,51,17,3,18,0.1287117794486216,0.16666666666666666,11.816456385221679,27.8,2,1,6,5,28,6,fa5584f0f123917c7f61e25f8e4a088de7795d8941ab7acadc72c8fcec7c870b
oracle,id,semantic,2,1,3576444475163681009,341,56,46,9,19,0.4431332813717851,0.47368421052631576,3.0174083397300944,101.29599999999998,4,3,11,10,4,6,12b01f3ef5e608180d0dcf288773a339bbf3713028e8d507d7c7cf2b629658af
cfc,id,throughput,2,0,1933114542597371799,252,58,9,2,23,0.08475221843003417,0.08695652173913043,1.5820416641511952,16.704,3,1,8,8,49,0,ceb08f2f7d809272fb243123808bf0a29e8cf42f47bc33e0508fca7caa54f0c7
cfc,id,throughput,2,1,3576444475163681009,260,62,13,3,19,0.12099626028421846,0.15789473684210525,3.4997884037719627,27.399999999999995,3,1,5,10,49,0,abc951ba6dc24a0bf76d53de51a6353cb7d30f1420a3f2c88b5a50e048a075c0
cfc,id,semantic,2,0,1933114542597371799,255,65,9,2,20,0.07717935943060503,0.1,2.1784827620391622,16.704,3,1,8,4,56,0,7e8ec6dae7c204f847706228882d0a3cc5121936caa43753d1daa29efb099bb8
cfc,id,semantic,2,1,3576444475163681009,253,60,11,3,19,0.11589234268385146,0.15789473684210525,2.73312942866534,18.668,3,1,5,9,49,0,997532845937b0fc7eda4789e9c74db3dc972eea98a5d9c10efb7f1916fd5cc9
gru_dt,id,throughput,2,0,1933114542597371799,336,52,46,2,17,0.16613047210300436,0.11764705882352941,6.1469276428026225,106.19200000000002,4,4,13,4,0,6,31d396f695eb005ca940647f71c12143a05de42692e558d52ee2e209716eaaa7
gru_dt,id,throughput,2,1,3576444475163681009,299,49,41,8,15,0.49071212121212116,0.5333333333333333,3.5051173156996964,91.72399999999996,2,1,2,7,2,6,f27783e9588533787c4cae6f058f2e792e7e6c6c3c9f12e5c3fdb15b1a297fa7
gru_dt,id,semantic,2,0,1933114542597371799,333,74,35,2,21,0.09644728225278328,0.09523809523809523,6.689403675359441,79.96400000000004,4,3,13,5,36,3,0ae417935413f031a8514262fd52907fc55450a9039e5423eb11439eadf41976
gru_dt,id,semantic,2,1,3576444475163681009,285,50,30,7,12,0.502046709129512,0.5833333333333334,1.2785932840781407,74.17199999999998,3,1,8,7,20,0,bb13a44e96ff18761a156b9a4b655ed20cfdbf9450371e9f9ae96589e7cf29da
constant,id,throughput,2,0,1933114542597371799,340,63,35,1,22,0.06881347855684143,0.045454545454545456,8.24519236860611,76.00399999999999,5,4,21,5,25,3,d1759299bbb2516d7cf40a9ac743711418de875d342e6e775f8adaedf7e18b5a
constant,id,throughput,2,1,3576444475163681009,301,72,19,2,24,0.07414522058823533,0.08333333333333333,8.259469179516447,37.53999999999999,3,3,10,8,44,9,d74bbb0967d63cebc6756da7ed1814b11ba1549145f0c22c21c21a25e768026a
constant,id,semantic,2,0,1933114542597371799,346,45,42,4,19,0.202445945945946,0.21052631578947367,8.201741047774142,94.81200000000003,7,6,23,7,0,3,3ed809d94cc22fc9d04ccd74011baa7790b0f4bb0bce3a59d444faf6e7ab89c1
constant,id,semantic,2,1,3576444475163681009,279,63,21,2,26,0.08072994488671159,0.07692307692307693,6.689664367758339,36.37199999999999,2,1,4,9,36,6,15d7eae4386b30ddbc79bd715bcfdff8a05557773d8363bbb9ab2d5f35b0174e
oracle,sparse,throughput,0,0,7329439452037523132,276,71,47,3,23,0.12505372945638438,0.13043478260869565,7.697780576297514,111.15200000000002,2,2,8,10,15,9,f1d1a1c5ace690d446ef9334aa4888da744fe7c29025931e28873cb4da3796b4
oracle,sparse,throughput,0,1,12770100798955844057,303,63,59,3,21,0.22751470588235295,0.14285714285714285,5.321820637027363,132.79999999999995,6,4,16,8,4,0,f5d053598c2b5a838ef7023a2cc5ef8a5bf12d581b020836f6297785f32ebf7e
oracle,sparse,semantic,0,0,7329439452037523132,246,62,42,4,20,0.16403120464441226,0.2,6.220673993180689,94.38000000000004,2,1,8,6,17,3,abf1dfd04b15ab2b64b736591968e81b1a6ebc4371cb405ce8d5d5f43ebd756d
oracle,sparse,semantic,0,1,12770100798955844057,285,61,51,4,19,0.21779367469879526,0.21052631578947367,6.3217264215266535,111.51599999999993,5,4,12,11,4,6,1685145392d2dae5a95bcaf20bfcacdb2fe6cbf4ff58b298bb24c7856839c72a
cfc,sparse,throughput,0,0,7329439452037523132,256,56,52,5,20,0.30914199395770403,0.25,4.312338372158495,124.54000000000002,2,2,4,8,0,4,feec5724907df82dc88ea6e5752026ceeb3a87910a81e52830f4547d845820e8
cfc,sparse,throughput,0,1,12770100798955844057,294,58,52,6,13,0.4272123222748816,0.46153846153846156,4.696304889277923,127.59999999999995,6,5,18,7,0,6,8907043abe9d526cba3e9a38745d56a2a83d18804ed2a94bb40b6deac9376da8
cfc,sparse,semantic,0,0,7329439452037523132,266,68,45,6,19,0.29637455068296203,0.3157894736842105,4.295544289573363,106.88400000000003,3,2,10,8,20,3,d643b49543784a92d6bb8a42ca5273ebd79ab83df9e7f2af74066bb3df59d0b5
cfc,sparse,semantic,0,1,12770100798955844057,281,64,40,9,26,0.3130085261875762,0.34615384615384615,3.780789345519927,86.26000000000003,7,5,24,5,24,0,5e6fdf40b5aa189ec1b9eb3240f41c42d6ff5934746797bca7d09bbefdf2bc48
