hazard_model,regime,policy,scenario,replicate,seed,events,generated,delivered,timely_critical,generated_critical,goal_utility_ratio,critical_success_rate,mean_latency,energy,outages,recoveries,reroutes,handovers,final_queued,final_inflight,state_hash
cfc,id,semantic,0,0,6055236848070140287,353,71,32,2,20,0.1237395476353667,0.1,5.167098529243623,73.68799999999999,6,5,24,5,33,6,4820426c527dd433892d9b8f9cb8ae93f1c7b289b056528cac77d659fe3f0641
cfc,id,semantic,0,1,9301045735556599087,368,70,43,5,19,0.2445911994322215,0.2631578947368421,5.046577042755761,101.82399999999998,5,4,24,1,21,6,cb2ac18ee674508ddb630a30fa2ae55c77b800de4b1e1ce4029a3d25c9b03de3
cfc,id,semantic,1,0,682881298356813486,301,61,19,6,26,0.2103077399380805,0.2307692307692307,2.6493572723876126,36.748,5,3,18,5,42,0,e1570942126c43fbf47c38c5ff0ac3e8b6fde04d2be58c771cde01bda2779432
cfc,id,semantic,1,1,8686844158653890247,324,60,31,5,18,0.2239334898278561,0.2777777777777778,6.218310343528152,63.00399999999997,4,3,15,6,23,6,47ff33d1e970bc35584740d87e4bfec6e903b19ec81b0e70af1cca7f60b238f8
cfc,id,semantic,2,0,1933114542597371799,255,65,9,2,20,0.077179359430605,0.1,2.1784827620391622,16.704,3,1,8,4,56,0,7e8ec6dae7c204f847706228882d0a3cc5121936caa43753d1daa29efb099bb8
cfc,id,semantic,2,1,3576444475163681009,253,60,11,3,19,0.1158923426838514,0.1578947368421052,2.73312942866534,18.668,3,1,5,9,49,0,997532845937b0fc7eda4789e9c74db3dc972eea98a5d9c10efb7f1916fd5cc9
cfc,id,semantic,3,0,4075354663187747816,346,66,14,3,24,0.0971438529784537,0.125,4.121035195420092,22.604,7,7,29,9,43,9,da6c681afc8ae2719bcfe875ce3f20281422961118d2ae28ec40bed5556a5f0f
cfc,id,semantic,3,1,12103483579776137634,316,67,17,2,13,0.1338142605633804,0.1538461538461538,5.2219136634615175,38.492,5,3,20,5,50,0,36700942fd0923dbee0c4bec460cc7f9bb925d3c639ef8c188ff895c9d8b7f77
cfc,id,semantic,4,0,12371909476235374052,292,62,17,2,22,0.0844883561643835,0.0909090909090909,10.46739836431348,30.284,4,3,18,5,39,6,c7643b58c74e4725359feedd313d0e6ebb6d2825ef7e0acb8ce57865292cfdde
cfc,id,semantic,4,1,599081499421017620,306,53,22,2,21,0.0971233183856502,0.0952380952380952,5.634320129879801,40.504,5,5,20,8,22,9,018b77e6b80aff817c3f7ae58760129d44a860c0eb02a938d1a0d74a489dc6f0
cfc,id,semantic,5,0,15500975987367173758,271,61,4,1,19,0.0402560240963855,0.0526315789473684,3.80042944897149,6.664,5,4,18,8,51,6,528dc9aca70a4ddd6a2cb68601b9a213d54bfbb6e5f8e9bc586ded96a7c16075
cfc,id,semantic,5,1,13811391642145551356,365,71,42,0,22,0.0308663205710577,0.0,9.55751310238466,91.86,5,4,22,11,26,3,8815ee36df39215d6eab9b97bf20b3fedda30af817eaa0854626f284a1acb5f8
cfc,id,throughput,0,0,6055236848070140287,331,69,23,1,17,0.0709476479514416,0.0588235294117647,5.924551450976756,54.24799999999999,6,4,27,4,46,0,031f8c30496338613ad9a9f9d0c68f86b3316facebd701ed35a87f42684601e8
cfc,id,throughput,0,1,9301045735556599087,326,65,25,5,19,0.2177888563049854,0.2631578947368421,3.803167406593832,56.42799999999999,5,3,27,1,40,0,49ce8ff0002e1e54e9700bb4aa9c51f6d5e49938a4352cb5c55a015a2d07eb32
cfc,id,throughput,1,0,682881298356813486,293,50,20,6,20,0.2726551181102363,0.3,2.743863074246586,39.908,5,3,18,6,30,0,1f357abd12dc559649c0eb00f3ca02d5bae78443bb4e1d8ce229ae59e191e72f
cfc,id,throughput,1,1,8686844158653890247,308,54,27,5,19,0.2249399209486166,0.2631578947368421,5.949520707544447,51.58799999999998,4,3,14,6,21,6,40f707d2ee55a4628c5124e02efd9f83c97b12e88657b66eb74bfcf79931460a
cfc,id,throughput,2,0,1933114542597371799,252,58,9,2,23,0.0847522184300341,0.0869565217391304,1.5820416641511952,16.704,3,1,8,8,49,0,ceb08f2f7d809272fb243123808bf0a29e8cf42f47bc33e0508fca7caa54f0c7
cfc,id,throughput,2,1,3576444475163681009,260,62,13,3,19,0.1209962602842184,0.1578947368421052,3.4997884037719627,27.399999999999995,3,1,5,10,49,0,abc951ba6dc24a0bf76d53de51a6353cb7d30f1420a3f2c88b5a50e048a075c0
cfc,id,throughput,3,0,4075354663187747816,369,58,26,1,18,0.0934642857142857,0.0555555555555555,7.037898648357981,56.527999999999984,8,7,34,8,26,6,fde15162df67ada8137e47f999bcdfaad2d0996c6a48b54c18b0c9f81c902ea9
cfc,id,throughput,3,1,12103483579776137634,314,74,19,2,20,0.1078990578734859,0.1,4.578674776342456,45.89200000000001,4,2,14,6,55,0,7a3c5456c70a4c32311b717580eed0578d101cd1795b23a741c0c09d21f6eb8e
cfc,id,throughput,4,0,12371909476235374052,312,69,19,1,26,0.0457042086544161,0.0384615384615384,6.442833893087872,38.044,5,4,24,3,47,3,c14d8f80854b9c0388fc5d963a8dc8d3324aa7cfd87ecae4efba6afe9116d3f7
cfc,id,throughput,4,1,599081499421017620,288,48,17,2,16,0.1115321691176471,0.125,7.523784524043853,36.44,6,4,24,6,31,0,5aab9fc2bf4114c27d70c66244fced10cff60b9ed2f166f86c8312262b5989cc
cfc,id,throughput,5,0,15500975987367173758,301,67,12,2,22,0.0753009966777408,0.0909090909090909,6.224946032650242,23.844,6,5,21,8,49,6,f8d8cdf416b16902a95decdffc0b2446ed99fff7e901b29ffddfe912f8fffb9b
cfc,id,throughput,5,1,13811391642145551356,340,70,38,1,20,0.0693303448275862,0.05,10.448051411505649,86.70799999999998,4,3,16,9,29,3,ea441a2f23ffa94b37d93a92783ace56ebf848e197a80be1b2767057f38c7363
constant,id,semantic,0,0,6055236848070140287,382,74,42,3,22,0.1606109693877551,0.1363636363636363,5.8347066131768415,96.10800000000005,7,6,27,6,29,3,c64370b3a8146fe0e053adc7ba74cbb2df3f293d3e6e437da86d286592ad0947
constant,id,semantic,0,1,9301045735556599087,333,68,40,8,26,0.2765375446960669,0.3076923076923077,4.242680859613975,86.94400000000002,4,2,15,1,28,0,86e1977fe008a4f940f26557d87e3ad5cef181d6b4dcfc8b1d5def78a025c563
constant,id,semantic,1,0,682881298356813486,331,55,34,0,15,0.069,0.0,6.600047172778188,76.15599999999999,5,4,18,7,18,3,8ccfc51e58f661598cb527cb6d9bccda67fa9974fc9e90490a253cecd08e98c7
constant,id,semantic,1,1,8686844158653890247,382,69,51,8,20,0.3703199167244969,0.4,4.770080057088576,113.604,6,4,21,6,18,0,d7c74d97c93397e34572a1266b011c1c71d0895621e2feaf216b6deb64340453
constant,id,semantic,2,0,1933114542597371799,346,45,42,4,19,0.202445945945946,0.2105263157894736,8.201741047774142,94.81200000000004,7,6,23,7,0,3,3ed809d94cc22fc9d04ccd74011baa7790b0f4bb0bce3a59d444faf6e7ab89c1
constant,id,semantic,2,1,3576444475163681009,279,63,21,2,26,0.0807299448867115,0.0769230769230769,6.689664367758339,36.37199999999999,2,1,4,9,36,6,15d7eae4386b30ddbc79bd715bcfdff8a05557773d8363bbb9ab2d5f35b0174e
constant,id,semantic,3,0,4075354663187747816,388,58,44,7,23,0.2455105802047783,0.3043478260869565,6.390047982596817,91.73600000000002,7,6,28,8,11,3,114c7254b222a5825ce712766d89449fb45108faa27f47fd777121ce1f2f8618
constant,id,semantic,3,1,12103483579776137634,317,66,24,5,14,0.2045804794520549,0.3571428571428571,8.418541726802742,50.99999999999999,4,3,12,4,36,6,7f396c2b0f925ff73084722cf7d0b3e5c68aa7cb8bd6e058973b660367a94b1e
constant,id,semantic,4,0,12371909476235374052,335,72,34,4,21,0.1647057654075547,0.1904761904761904,6.1633038026784215,70.90000000000002,5,3,20,5,38,0,f75c120ee1c280213fafd720a0630a470794f4fc18502dcbaf236bb5dcff7d43
constant,id,semantic,4,1,599081499421017620,315,58,25,3,14,0.2418576642335767,0.2142857142857142,3.131913653679864,58.94799999999998,6,4,25,5,33,0,b508da38f81590fde0ba650466ed244301c98fddd7892da70b8d9a0c414fe2a5
constant,id,semantic,5,0,15500975987367173758,339,55,27,0,18,0.0335109489051095,0.0,7.572030411102315,49.572,8,6,32,9,28,0,0972e3d29fdf10601f0bc3d1c1c5f136c4c9042d899a22861a8d502150ca4ae2
constant,id,semantic,5,1,13811391642145551356,324,63,48,8,16,0.502782502044154,0.5,2.708436863029642,117.30000000000004,3,1,5,8,15,0,da2019c85db6fdc6d0447823895def22d1cc475c1c034e3b22fd49e016bd93d9
constant,id,throughput,0,0,6055236848070140287,370,73,37,3,17,0.1822858197932054,0.1764705882352941,6.821991689811262,100.25200000000002,6,5,27,7,33,3,8b2f22c6d1568a8ded7f3b9423c04050c78ac4c8d5529f4ca15b2aa5a3fa2123
constant,id,throughput,0,1,9301045735556599087,357,63,57,7,23,0.320125165562914,0.3043478260869565,4.5216027902239215,129.54000000000002,3,2,10,1,0,6,352466175f6c2f4e73a10159c8dffad94f1e8d5c4e9c790ca383d47abf7bc662
constant,id,throughput,1,0,682881298356813486,364,55,48,0,14,0.101399438727783,0.0,7.404468298873632,119.81999999999998,4,4,18,9,0,7,7908b63cbf88936af264b835c24f8a50d7587e80aa53ee67d37e08b5c8774061
constant,id,throughput,1,1,8686844158653890247,389,68,57,8,29,0.281270405330372,0.2758620689655172,6.460947235552252,125.14800000000004,5,4,18,6,8,3,50b97c66348d352357e23b06d41ce6caf676671c352353a28abf8a0f43ebc5c6
constant,id,throughput,2,0,1933114542597371799,340,63,35,1,22,0.0688134785568414,0.0454545454545454,8.24519236860611,76.00399999999999,5,4,21,5,25,3,d1759299bbb2516d7cf40a9ac743711418de875d342e6e775f8adaedf7e18b5a
constant,id,throughput,2,1,3576444475163681009,301,72,19,2,24,0.0741452205882353,0.0833333333333333,8.259469179516447,37.53999999999999,3,3,10,8,44,9,d74bbb0967d63cebc6756da7ed1814b11ba1549145f0c22c21c21a25e768026a
constant,id,throughput,3,0,4075354663187747816,338,69,19,1,23,0.0391054987212276,0.0434782608695652,9.251478575326589,31.780000000000005,6,5,22,8,44,6,6750acb6f3f649551db1e504d2f45f5fea18dadf3f1acfa13d934407a4abcb7b
constant,id,throughput,3,1,12103483579776137634,320,67,25,3,14,0.1273152081563297,0.2142857142857142,8.27190368888762,58.04799999999999,4,3,12,4,36,6,3ee1d2da3b062355a1686f378605eb4ddf030f7e264eb1bbea517cfe744cb88d
constant,id,throughput,4,0,12371909476235374052,342,62,36,4,18,0.2174490740740741,0.2222222222222222,5.385508388338962,84.85200000000002,6,4,26,4,26,0,430248fcac72db7be570d21de9a257ece42d4577c543e8a92d672a600197c5b6
constant,id,throughput,4,1,599081499421017620,334,65,39,4,20,0.2159295373665481,0.2,5.46879188716953,93.21600000000004,5,3,17,6,25,1,503e2bea2c7b7ae83b667c5cbbad0506186ebf14d48348db5539d1517bff545e
constant,id,throughput,5,0,15500975987367173758,389,59,59,6,31,0.2253235294117647,0.1935483870967742,5.776392407824235,119.94800000000004,6,6,23,11,0,0,5faf3c969ce396502e3fe3e02010fa46ed814740c1ade2d31d07904136bf6be2
constant,id,throughput,5,1,13811391642145551356,350,59,52,8,16,0.5229368155012639,0.5,2.934938501585912,127.996,4,2,14,10,7,0,0bc168f6c0dac2e77c4a7454ba44864e1e102c6cc5aaf598ca349fa89d88420d
gru_dt,id,semantic,0,0,6055236848070140287,343,55,29,3,15,0.20680990990991,0.2,5.710965350739432,70.39999999999998,6,6,27,7,17,9,8052177307d928eac8d4d7495de687e481b965d914705cde4aa0f33a91322d35
gru_dt,id,semantic,0,1,9301045735556599087,405,71,47,7,28,0.2560453273642978,0.25,4.219613285348748,98.65999999999998,7,6,36,1,18,6,1502df7bd406e8074eabbdab7ab378351b5f3ccbd85f278c5f8102d7bcf5446b
gru_dt,id,semantic,1,0,682881298356813486,290,67,10,1,28,0.0311679040548258,0.0357142857142857,8.466985994138213,19.432,4,3,18,4,54,3,0e2bff880e30db10261702565c7c09eae4f3c27f8285ad4bfce0b664e690655f
gru_dt,id,semantic,1,1,8686844158653890247,314,61,18,4,23,0.1549711796246649,0.1739130434782608,3.862721079604752,36.68399999999999,6,5,22,6,40,3,e956748789a05b0622e812f76613eb466a3bc9ecfcfb23ce441e0ee0b021bc16
gru_dt,id,semantic,2,0,1933114542597371799,333,74,35,2,21,0.0964472822527832,0.0952380952380952,6.689403675359441,79.96400000000004,4,3,13,5,36,3,0ae417935413f031a8514262fd52907fc55450a9039e5423eb11439eadf41976
gru_dt,id,semantic,2,1,3576444475163681009,285,50,30,7,12,0.502046709129512,0.5833333333333334,1.2785932840781409,74.17199999999998,3,1,8,7,20,0,bb13a44e96ff18761a156b9a4b655ed20cfdbf9450371e9f9ae96589e7cf29da
gru_dt,id,semantic,3,0,4075354663187747816,412,63,42,3,21,0.1861981792717087,0.1428571428571428,4.359226509820961,86.13599999999995,10,9,35,8,15,6,bc73bc16418d0cec21a978b5461a29a8b52284424ce7588f73f9344723b0ae9b
gru_dt,id,semantic,3,1,12103483579776137634,359,51,29,3,17,0.1712370242214533,0.1764705882352941,7.190445476576485,59.77999999999998,7,7,31,3,13,9,173ab8b619be8d643edc4b9d80fbefb734dfd0e1ef98fae876f6175cc97e6862
gru_dt,id,semantic,4,0,12371909476235374052,322,50,24,1,20,0.0657566929133858,0.05,9.649561740090608,45.888000000000005,7,6,31,4,23,3,991079a8497df110948bdd3a8daa1287e86f0eb28d10ee4c1bee3f5c87fcb2c5
gru_dt,id,semantic,4,1,599081499421017620,334,64,44,2,22,0.113692151556157,0.0909090909090909,5.9428433017278,88.74800000000002,3,3,10,5,11,9,a1cfcaed159bf264aa1467faad5e287648f5949b935e5a7904fefc73102e6dfe
gru_dt,id,semantic,5,0,15500975987367173758,336,76,37,1,27,0.0266666666666666,0.037037037037037,9.09447838444921,67.168,4,4,10,6,30,9,e8b730284e85ec8b5e87d5a108b09b2c8e2c9adcd3b806b6d02c77c03cac025e
gru_dt,id,semantic,5,1,13811391642145551356,313,60,33,1,15,0.0664909090909091,0.0666666666666666,10.769780304705447,77.49600000000002,4,3,13,8,24,3,31f4cb7ffcd77e04819c8e0cf6e55ec7f74e29cf1e52c416672026b2c9fd000f
gru_dt,id,throughput,0,0,6055236848070140287,347,74,35,2,24,0.1421921212121212,0.0833333333333333,3.8333787013795937,81.61999999999998,5,3,21,5,39,0,d32365f5ec515ca4335600d4ac5361bfd6b537e9d15f15b76812ad1f4e1c4321
gru_dt,id,throughput,0,1,9301045735556599087,385,61,51,5,21,0.2620872340425533,0.238095238095238,5.8386041460416,112.524,5,5,27,1,1,9,a9bb2f5a1bd2a98dbd17295bfa0c7867e871d697bd8ac3d3c0bb5d5614c6f9ea
gru_dt,id,throughput,1,0,682881298356813486,283,71,8,0,26,0.0101085043988269,0.0,10.906835072879955,14.588,3,3,12,4,54,9,a61d1d0116f35f847b8596d5456c6f3fc4a736835f9d273e0a1c03356c63da61
gru_dt,id,throughput,1,1,8686844158653890247,329,76,21,4,30,0.1330663531870428,0.1333333333333333,4.131729540908163,42.74399999999999,5,4,19,5,49,6,186ed818704216fca2a37d8bf4c3e4a6e42cc6d33606fbcc57993d1844df3086
gru_dt,id,throughput,2,0,1933114542597371799,336,52,46,2,17,0.1661304721030043,0.1176470588235294,6.146927642802623,106.19200000000002,4,4,13,4,0,6,31d396f695eb005ca940647f71c12143a05de42692e558d52ee2e209716eaaa7
gru_dt,id,throughput,2,1,3576444475163681009,299,49,41,8,15,0.4907121212121211,0.5333333333333333,3.5051173156996964,91.72399999999996,2,1,2,7,2,6,f27783e9588533787c4cae6f058f2e792e7e6c6c3c9f12e5c3fdb15b1a297fa7
gru_dt,id,throughput,3,0,4075354663187747816,397,63,41,3,21,0.1767948179271709,0.1428571428571428,6.294047814585141,93.19999999999996,8,8,29,7,13,9,4299796cedb80c5529744262bd8178fdc9351903cb48f94fd069dac653b5a671
gru_dt,id,throughput,3,1,12103483579776137634,285,49,11,1,17,0.0707161687170474,0.0588235294117647,4.889308032037581,24.464,5,3,20,4,38,0,f6c2e6e3b92d57dd7c367ff1f9338d422ab1bb150e8980348c4776ebe4b329fa
gru_dt,id,throughput,4,0,12371909476235374052,338,71,38,2,21,0.112608,0.0952380952380952,9.54595562086238,92.18,3,3,15,4,24,9,54d488729b31bf9d0b827bd1a61df9d12de023f299f11ba35464d1721c9c0845
