hazard_model,regime,policy,scenario,replicate,seed,events,generated,delivered,timely_critical,generated_critical,goal_utility_ratio,critical_success_rate,mean_latency,energy,outages,recoveries,reroutes,handovers,final_queued,final_inflight,state_hash
gru_param_matched,id,semantic,5,0,15500975987367173758,340,65,37,1,23,0.051861256544502646,0.043478260869565216,7.574098893064575,71.81199999999997,6,4,20,8,28,0,51b30396b59c38647d474adf7c11bd730d4f02847ee0ff5c1f737aba491359f3
gru_param_matched,id,semantic,5,1,13811391642145551356,326,66,40,3,20,0.1207340876944838,0.15,8.651582474006746,86.54799999999999,4,3,10,7,23,3,89a995ea5390fc6cb40c99c6ebb9fd37030c1cd469d722f96e0b4d6711cf59b8
gru_param_matched,sparse,throughput,0,0,7329439452037523132,231,58,33,3,16,0.2082597623089984,0.1875,5.781559200928215,83.328,3,2,10,7,22,3,0d131061183c3d72f1641026042ee9619fd8925ff900249847f52be590d7f916
gru_param_matched,sparse,throughput,0,1,12770100798955844057,218,54,23,4,17,0.20906339814032135,0.23529411764705882,5.276399386042525,47.768,5,4,12,7,25,6,683c4d036958f0ab494184c475db3bd17052c07787257247503f53d2f26fa5f7
gru_param_matched,sparse,semantic,0,0,7329439452037523132,251,49,36,1,12,0.1435723472668811,0.08333333333333333,6.279390978550605,90.32400000000001,4,3,20,8,10,3,f7d7ffc6b71676a6702f8be16a3e912853d2a403c8effff5124d6e3ab657ae1d
gru_param_matched,sparse,semantic,0,1,12770100798955844057,238,61,35,5,28,0.17892575132586924,0.17857142857142858,4.905607836517703,70.74800000000002,4,3,9,7,23,3,4cb42927907629e7968667f8200c35df6ef8d11fad4cf62f243ef16a073414fe
gru_param_matched,sparse,throughput,1,0,15756074002345153747,246,48,24,1,10,0.10608551068883613,0.1,8.726753918447994,65.004,7,6,29,5,18,6,5f9991830427271fab65fa2773131088ab2c969086d36e643f2bb25699f99e34
gru_param_matched,sparse,throughput,1,1,7404132351795104433,232,62,28,1,23,0.06093071285809464,0.043478260869565216,8.191497169771228,60.29199999999998,4,2,17,6,34,0,939b3837409e90e0bcabadeb395d0258b9d8ffd0ebbeda1934120e19ccaf33ed
gru_param_matched,sparse,semantic,1,0,15756074002345153747,218,55,24,3,13,0.1909951361867705,0.23076923076923078,7.127421254946847,63.56400000000001,5,3,16,7,31,0,2ac9aff5bdaa0529925a7e4f29a8a67081bbc8f43720e43f263a1e298e888aab
gru_param_matched,sparse,semantic,1,1,7404132351795104433,266,69,37,2,24,0.09237507788161997,0.08333333333333333,5.535272756966192,79.156,4,3,17,8,26,6,dfba42a536a22a7e0a31b5a042b43be3fbf52f613bbc609c218f1c2ea7d9a8fa
gru_param_matched,sparse,throughput,2,0,6967950309387136306,276,62,51,4,17,0.3183832669322711,0.23529411764705882,3.3270644762965804,125.66400000000002,4,3,15,7,8,3,b4f1b3c1500e304f1178fbe798e11cf279d9bb5dff0f058a8e7fea3b0359482b
gru_param_matched,sparse,throughput,2,1,7891552829928961462,214,58,30,2,10,0.15515665236051512,0.2,9.697626495347288,78.24,2,2,6,6,19,9,ba84f29156fcfe8793eaa712790adf3e094413486320050db365ec521712dc4c
gru_param_matched,sparse,semantic,2,0,6967950309387136306,267,60,46,8,20,0.426352205882353,0.4,2.9533339372901715,110.54800000000004,5,4,16,6,11,3,49e8b007c9fd1b2eeee5cea854886efa6a0c36cac766c032f291c62c880dcbc2
gru_param_matched,sparse,semantic,2,1,7891552829928961462,194,62,18,2,10,0.13419421487603314,0.2,7.701814986912796,45.89999999999999,2,2,6,6,35,9,5ba64b8723e015c4307e0ec3198fdf9f81045e0c4f8975c7b28a5a2ebe615ef7
gru_param_matched,sparse,throughput,3,0,14376945979335104901,154,54,6,1,18,0.06496977124183011,0.05555555555555555,0.6650554101459247,14.892000000000001,2,0,6,6,48,0,72ac80b7b2b6c2f679d1b4dd8c8a1f69b0a764d9f5f6b7b10e18147ad90740db
gru_param_matched,sparse,throughput,3,1,9030033506271325416,268,73,38,2,16,0.15753008377760863,0.125,6.2848607665077525,97.364,4,3,15,8,29,6,e8650d73670a54ea66b92dc76143159f48fc74d055661d35be83e6d03432da66
gru_param_matched,sparse,semantic,3,0,14376945979335104901,154,54,6,1,18,0.06496977124183011,0.05555555555555555,0.657760111254362,14.892000000000001,2,0,6,6,48,0,ff69bd1e822e01df9f49c01527c90f7120d5b3e14b8995efb8e564cc0cf37db4
gru_param_matched,sparse,semantic,3,1,9030033506271325416,234,73,32,1,22,0.08209493264913409,0.045454545454545456,4.813155682729294,75.41600000000003,3,1,9,7,41,0,9113b08ff6a847017543dc0200ef5ec8ea976c21e0154c3490d15e516f88815f
gru_param_matched,sparse,throughput,4,0,348948055676278901,278,61,50,5,15,0.38645360824742303,0.3333333333333333,3.7628955350055584,125.13200000000003,4,2,16,8,11,0,3fcc2d3d73583f92eb524784bd7684c8df8824aad04a4091130fe9060b28ffd5
gru_param_matched,sparse,throughput,4,1,2085680068083042615,270,64,42,4,23,0.20239368005266625,0.17391304347826086,6.230011760300567,94.23599999999996,4,3,15,8,16,6,de03847218b91dcff00cc1f2ef6ce64332e75a7facf34999e437af4933744ed0
gru_param_matched,sparse,semantic,4,0,348948055676278901,281,65,47,7,14,0.4264236410698881,0.5,4.1594314424513525,119.50400000000002,4,3,16,6,12,6,cf743d13334741181b50a9447a2483f9936c277cb50635bebcfb9ccd68889923
gru_param_matched,sparse,semantic,4,1,2085680068083042615,222,75,18,5,24,0.1701832429174202,0.20833333333333334,4.561868118441503,35.78399999999999,4,2,15,4,57,0,0aa0e44786d7eabae04ecb5aceff6f728311d3689902b19fe33bfb3d96c29c35
gru_param_matched,sparse,throughput,5,0,15172059451328943622,245,53,48,4,16,0.25598058252427197,0.25,7.8098369557640455,109.09199999999996,2,2,5,7,0,5,3fa6895a19811d6c48ab2d07443ca40947edf5078e4cebfa04e29feb99d081c0
gru_param_matched,sparse,throughput,5,1,2432095344430596110,292,72,51,6,27,0.22103874643874646,0.2222222222222222,4.552344437840854,112.56,4,3,15,8,18,3,f985b0888c1049fb473c1fb7bd1232dfe174b3426d17ac98c5d63146ac494f86
gru_param_matched,sparse,semantic,5,0,15172059451328943622,240,52,46,2,16,0.15973665480427057,0.125,7.330883178591806,103.81599999999996,2,2,5,6,0,6,b542959a1cd6f7a519108aa78d13736deb7e950dfc990391d9be6bfe17796aeb
gru_param_matched,sparse,semantic,5,1,2432095344430596110,250,71,30,5,22,0.19831667748215448,0.22727272727272727,3.388496761227659,64.81199999999998,5,3,18,5,41,0,83623489b5fc7bef476c8b36478e7e3a27065f40fe77716ff888ff01aa74a182
